period_days,duration_hours,depth_ppm,prad_re,teff_k,logg_cgs,srad_rsun,fpflag_nt,fpflag_ss,fpflag_co,fpflag_ec
3.747838198,5.0642,616.0,13.65,5514.0,4.569,0.826,0.0,1.0,1.0,1.0
4.6303272,3.94,9270.0,13.0324,6701.0,4.31,1.38,0.0,0.0,0.0,0.0
5.6895053,5.158,3840.0,12.0705,5707.5,4.411,1.89,0.0,0.0,0.0,0.0
2.0134389,1.211,821.0,5.85423,8127.0,4.24828,1.75,0.0,0.0,0.0,0.0
87.707513,2.184,578.0,1.72,4944.0,4.614,0.721,0.0,0.0,0.0,0.0
1.213745575,5.5835,2012.2,21.69,4820.0,4.606,0.661,0.0,0.0,1.0,1.0
3.4672779,0.4055928,3657.0603553,2.1135466,3383.0,4.89132,0.332564,0.0,0.0,0.0,0.0
5.69590202,3.5661,4921.1,6.61,6106.0,4.497,0.94,0.0,0.0,0.0,0.0
31.827649,1.639,520.0,4.98,4774.0,3.838,1.954,0.0,0.0,0.0,0.0
10.973135,3.214,1238.5,2.67,4940.0,4.668,0.697,0.0,0.0,0.0,0.0
11.137278,3.214,1238.5,2.57634456,5753.0,4.23,1.189232,0.0,0.0,0.0,0.0
1.3274511,3.465,123.6,0.66,4137.0,4.646,0.61,0.0,0.0,1.0,1.0
81.704814,1.468,297.0,1.65,6099.0,4.421,0.95,0.0,0.0,0.0,0.0
12.8777188,4.209,21210.0,3.96,5281.8,4.411,1.028,0.0,0.0,0.0,0.0
5.73865933,4.051,688.6,1.84,3841.0,4.756,0.509,0.0,0.0,1.0,0.0
6.5344463,2.774,3240.0,15.3823,7715.3,3.96,2.67,0.0,0.0,0.0,0.0
6.46004728,1.979,394.2,1.8,5704.0,4.575,0.804,0.0,0.0,0.0,0.0
921.2,3.214,1238.5,3.96,5959.0,4.411,1.22,0.0,0.0,0.0,0.0
0.983304511,1.78,79.9,1.1,6363.0,4.386,1.198,0.0,0.0,1.0,0.0
11.0771916,4.091,1920.0,2.97165,4738.0,4.64,0.69,0.0,0.0,0.0,0.0
2.1357026,1.9116457,29272.618489,11.6264152,3678.2,4.411,0.666652,0.0,0.0,0.0,0.0
0.755109271,2.619,23.2,0.47,5606.0,4.39,0.962,0.0,0.0,1.0,1.0
11.99899626,3.214,1238.5,3.96,5759.0,4.05666,1.57442,0.0,0.0,0.0,0.0
2.3365744,2.53,4580.0,9.51324,6545.0,4.27,1.41,0.0,0.0,0.0,0.0
4.8982659,2.874,2055.0,4.84123,5696.0,4.37,1.09,0.0,0.0,0.0,0.0
11.989686,3.214,1238.5,9.01,5700.0,4.411,0.96,0.0,0.0,0.0,0.0
5.8365098,17.3550472,1628.2500301,6.4367306,6988.0,4.25649,1.4608001,0.0,0.0,0.0,0.0
12.427076,17.447,47.5,0.82,5841.0,4.278,1.193,1.0,0.0,0.0,1.0
15.6113633,3.2002615,520.4897607,2.9033347,6061.77,4.31439,1.22568,0.0,0.0,0.0,0.0
5.8176452,2.577,9178.0,11.6459,5633.4,4.27,1.22,0.0,0.0,0.0,0.0
16.09196369,2.8943,415.8,2.13,5680.0,4.414,1.016,0.0,0.0,0.0,0.0
20.65614,3.214,1238.5,3.48,5315.0,4.43,0.87,0.0,0.0,0.0,0.0
3.1003012,1.826,11350.0,18.292,6323.0,4.09,1.67,0.0,0.0,0.0,0.0
0.6097554,0.416,670.0,3.5774,5493.0,4.52,0.89,0.0,0.0,0.0,0.0
6.35585682,1.55,176.6,0.86,3706.0,4.747,0.522,0.0,0.0,0.0,0.0
370.46262,9.541,347.9,2.03,6295.0,4.401,1.08,1.0,0.0,0.0,0.0
1.8789138,4.279,30.2,1.9,8046.0,3.704,3.339,0.0,0.0,0.0,1.0
91.9283414,4.343,7033.0,9.22033,6118.4,4.39,1.13,0.0,0.0,0.0,0.0
1500.1406772,25.727,4129.9,18.35,5009.0,3.755,2.283,0.0,0.0,0.0,0.0
8.661374,2.972,160.1,1.32,6250.0,4.472,0.986,0.0,0.0,0.0,0.0
13.0086903,3.7378335,20626.9583179,10.9890553,3799.0,4.72,0.520262,0.0,0.0,0.0,0.0
0.77845,3.214,1238.5,3.96,3859.0,4.42916,0.779314,0.0,0.0,0.0,0.0
1.306984786,1.194,302.1,18.33,6102.0,4.457,1.026,0.0,0.0,0.0,0.0
73.9239955,1.699,634.0,1.64,5040.0,4.652,0.658,1.0,0.0,0.0,0.0
12.49340725,2.2614,715.7,2.2,5207.0,4.561,0.795,0.0,0.0,0.0,0.0
37.246869,3.214,1238.5,23.8036385,5445.0,4.05,1.475643,0.0,0.0,0.0,0.0
525.560452,2.327,1196.0,12.74,4954.0,3.408,3.796,0.0,0.0,0.0,0.0
0.554633,3.214,1238.5,3.96,4729.0,4.362,0.951566,0.0,0.0,0.0,0.0
2.265394,3.478,4540.0,12.6882,5568.0,3.89,1.86,0.0,0.0,0.0,0.0
7.4751841,5.166,28.1,0.85,5616.0,3.98,1.602,0.0,0.0,0.0,0.0
7.16199,7.668,800.0,5.05452,6229.0,4.0,1.81,0.0,0.0,0.0,0.0
0.50557,3.214,1238.5,0.89,5859.0,4.5,1.0,0.0,0.0,0.0,0.0
2.131945045,1.8061,269.4,1.66,5845.0,4.469,1.013,0.0,0.0,0.0,0.0
3.93083997,2.932,101.4,1.2,6038.0,4.284,1.191,0.0,0.0,0.0,0.0
6.413539,3.214,1238.5,2.64,3560.7,4.411,0.344292,0.0,0.0,0.0,0.0
4.16328,3.214,1238.5,1.47,5718.0,4.411,0.791,0.0,0.0,0.0,0.0
1.013922622,1.6393,34957.0,31.98,5110.0,4.618,0.647,1.0,0.0,0.0,0.0
1.2089765,3.214,1238.5,1.529,4294.0,4.682,0.579,0.0,0.0,0.0,0.0
1.540389045,1.8325,485.7,32.54,4964.0,2.562,15.155,0.0,0.0,1.0,1.0
5.30329,3.707,1200.0,11.7443,6054.7,3.41,3.48,0.0,0.0,0.0,0.0
46.47688,3.214,1238.5,62.0,5718.0,4.411,2.394,0.0,0.0,0.0,0.0
12.7945474,3.4197,816.7,1.6,4090.0,4.696,0.571,0.0,0.0,0.0,0.0
2.4162514,3.055,2970.0,14.6399,6688.0,3.95,2.1,0.0,0.0,0.0,0.0
6.1600755,1.808,18930.0,17.7265,5669.0,4.29,1.19,0.0,0.0,0.0,0.0
1.311558909,1.919,141.3,1.15,5926.0,4.501,0.963,0.0,0.0,0.0,0.0
0.723947772,2.125,242.7,52.16,5160.0,3.424,2.897,0.0,1.0,1.0,0.0
2.66831274,2.4141,266.2,1.48,5806.0,4.528,0.899,0.0,0.0,0.0,0.0
37.9456138,4.093,1032.9,2.79,5861.0,4.546,0.865,0.0,0.0,0.0,0.0
0.626431697,2.0171,37224.0,34.05,5134.0,4.56,0.721,0.0,1.0,0.0,0.0
87.24250316,4.1206,17860.0,15.86,5671.0,4.501,0.955,0.0,1.0,0.0,0.0
13.0518467,3.333,39070.0,17.0183,5268.9,4.55,0.83,0.0,0.0,0.0,0.0
4.96883,3.214,1238.5,0.67,3511.0,4.81787,0.409602,0.0,0.0,0.0,0.0
160.4122022,4.92,2538.0,4.45,5269.0,4.62,0.727,0.0,1.0,1.0,0.0
5.94373492,1.847,301.0,1.14,4391.0,4.598,0.682,0.0,0.0,0.0,0.0
6.00327,3.947,4920.0,7.59354,5527.0,4.37,1.06,0.0,0.0,0.0,0.0
357.41382,3.675,777.0,3.01,6233.0,4.412,1.076,0.0,0.0,0.0,0.0
0.824000125,0.855,183.1,0.42,3396.0,4.991,0.28,0.0,0.0,0.0,0.0
2.519334,3.214,1238.5,3.91,6283.0,4.17,1.45,0.0,0.0,0.0,0.0
4.159816554,1.6261,160.3,0.86,4499.0,4.635,0.639,0.0,0.0,0.0,0.0
0.519437968,2.129,226.2,20.48,6181.0,4.464,1.006,0.0,1.0,1.0,0.0
1.7442831,2.1928372,7445.2479047,15.3898195,8039.0,4.31943,1.6008,0.0,0.0,0.0,0.0
2.5001361,2.4822655,13027.0636057,11.4242045,5160.0,4.37898,0.998401,0.0,0.0,0.0,0.0
22.673145675,6.6324,65411.0,30.92,5619.0,4.269,1.153,0.0,1.0,0.0,0.0
62.81584402,2.6901,1688.4,57.62,6340.0,4.23,1.492,0.0,1.0,0.0,0.0
2.28612573,12.408,301.6,22.63,6063.0,4.476,1.012,0.0,1.0,1.0,1.0
29.17362,8.075,5558.85,15.4676,5493.2,3.92,1.89,0.0,0.0,0.0,0.0
5.7998189,1.014374,8567.3390223,2.6346124,3179.0,4.99978,0.240233,0.0,0.0,0.0,0.0
2.9075077,2.92,10020.0,12.0308,5709.0,4.3,1.18,0.0,0.0,0.0,0.0
190.800788,8.082,287.6,1.67,5993.0,4.489,0.986,0.0,0.0,0.0,0.0
14.09229,3.214,1238.5,2.31,5352.0,4.53,0.809,0.0,0.0,0.0,0.0
0.974479091,1.866,221.2,1.19,5043.0,4.502,0.819,0.0,1.0,1.0,1.0
9.3096136,2.171,11570.0,9.9903,5229.0,4.411,0.93,0.0,0.0,0.0,0.0
11.3251153,2.126,297.2,1.26,5334.0,4.574,0.727,0.0,0.0,0.0,0.0
659.2907,22.106,338.1,4.66,6917.0,4.05,1.837,1.0,0.0,0.0,0.0
18.93055119,3.372,684.0,4.41,5015.0,3.987,1.643,0.0,0.0,0.0,0.0
9.9385448,3.933,8500.0,3.96,5718.0,4.411,1.028,0.0,0.0,0.0,0.0
13.4190972,5.209244,348.2384065,2.4168515,5914.2,4.30929,1.20531,0.0,0.0,0.0,0.0
3.9921399,3.299,9866.0,11.9626,5885.0,4.19,1.38,0.0,0.0,0.0,0.0
4.4540914,1.16,9790.0,12.2601,6188.0,4.41,1.13,0.0,0.0,0.0,0.0
2.053866175,4.8045,5021.3,158.25,5051.0,3.22,4.089,0.0,1.0,0.0,0.0
4.617490562,2.2618,575.8,1.62,4500.0,4.656,0.646,0.0,0.0,0.0,0.0
4.95060632,1.719,309.5,1.28,5431.0,4.623,0.717,0.0,0.0,0.0,0.0
13.8543,3.214,1238.5,3.18,5718.0,4.411,1.848,0.0,0.0,0.0,0.0
12.42592675,29.1701,410.3,2.66,5952.0,4.489,0.971,1.0,0.0,1.0,1.0
2.025289,2.257,18480.0,12.3405,5297.4,4.52,0.86,0.0,0.0,0.0,0.0
8.6110844,2.0181798,542.6102038,4.3063675,6908.0,4.12055,1.76524,0.0,0.0,0.0,0.0
8.8656,3.214,1238.5,2.13,5166.0,4.63,0.638,0.0,0.0,0.0,0.0
3.2553185,2.061,1920.0,6.72917,5927.0,4.28,1.25,0.0,0.0,0.0,0.0
10.5994606,9.484,128.8,1.28,6194.0,4.445,1.069,0.0,0.0,0.0,0.0
190.905243,2.529,227.1,1.73,6098.0,4.321,1.131,0.0,0.0,0.0,0.0
2.8625937,2.6639389,150.7007612,1.1780056,5503.0,4.48743,0.930478,0.0,0.0,0.0,0.0
5.1354577,3.716,353.0,3.3405,6515.0,3.97,1.99,0.0,0.0,0.0,0.0
2.01948607,5.248,275.4,2.15,5884.0,4.481,0.944,0.0,0.0,1.0,0.0
8.30697421,2.76,158.7,37.99,5300.0,3.69,2.124,0.0,0.0,1.0,0.0
4.919584997,4.1988,425.7,2.86,6236.0,4.246,1.378,0.0,0.0,0.0,0.0
346.4174,9.23,662.0,2.41,5754.0,4.49,0.946,0.0,0.0,0.0,0.0
3.32125,4.304,5760.0,25.5824,7174.0,4.411,1.76,0.0,0.0,0.0,0.0
2.404556949,7.4918,408.7,4.69,6426.0,4.013,1.775,1.0,0.0,1.0,1.0
4.0938735,4.537,16964.0,20.6029,5489.0,4.04,1.55,0.0,0.0,0.0,0.0
3.67936863,3.47,85.9,0.92,5676.0,4.474,0.848,0.0,0.0,0.0,0.0
8.11528727,3.211,834.9,3.1,5926.0,4.532,0.887,0.0,0.0,0.0,0.0
8.13087,3.214,1238.5,1.51398464,5794.0,4.25,1.20424,0.0,0.0,0.0,0.0
485.52409,11.04,4147.0,6149.09,5227.0,4.584,0.8,1.0,0.0,0.0,0.0
11.8299383,5.168,41.4,1.6,5747.0,3.802,2.431,0.0,0.0,0.0,0.0
0.643468999,1.1108,108.0,0.88,5670.0,4.452,0.843,0.0,0.0,1.0,0.0
5.2436639,10.53,93.5,0.88,6212.0,4.537,0.862,1.0,0.0,1.0,1.0
3.6525305,4.153,9770.0,14.7302,5930.0,4.14,1.47,0.0,0.0,0.0,0.0
0.524175803,0.7648,236.8,1.27,5278.0,4.576,0.815,0.0,0.0,0.0,0.0
3.3952015,2.368,8260.0,3.96,5673.6,4.411,1.028,0.0,0.0,0.0,0.0
2.871512,3.214,1238.5,1.4,5438.0,4.6,0.83,0.0,0.0,0.0,0.0
0.53345831,1.32,1238.5,3.96,5718.0,4.411,1.028,1.0,0.0,0.0,0.0
281.509095,40.963,5948.7,85.77,4797.0,2.632,10.709,0.0,1.0,0.0,0.0
1.5505494,1.356,1576.0,8.21753,5718.0,4.411,2.02,0.0,0.0,0.0,0.0
4.39451798,2.9527,223620.0,65.76,3695.0,4.773,0.483,0.0,1.0,0.0,0.0
1.714414962,5.17207,110130.0,116.92,6351.0,4.126,1.613,0.0,1.0,0.0,0.0
14.07277587,3.214,1238.5,3.96,5718.0,4.411,1.028,0.0,0.0,0.0,0.0
33.4203001,5.307,436.6,2.46,5731.0,4.372,1.066,0.0,0.0,0.0,0.0
63.3278636,47.0744,11515.0,54.17,4919.0,2.979,5.198,1.0,0.0,0.0,0.0
3.595769013,3.1569,383.7,2.39,5762.0,4.283,1.196,0.0,0.0,0.0,0.0
27.4536146,3.747,136.4,0.95,4900.0,4.602,0.741,0.0,0.0,0.0,0.0
10.0714369,6.891,49.5,1.98,5768.0,3.633,2.81,0.0,0.0,0.0,0.0
6.13074243,2.84,146.1,1.26,5741.0,4.556,0.833,0.0,0.0,0.0,0.0
1.5891628,1.576,3550.0,12.5934,6227.0,3.91,2.0,0.0,0.0,0.0,0.0
9.032248,3.214,1238.5,2.364,4967.0,4.668,0.762,0.0,0.0,0.0,0.0
1.4858906,1.697,7264.0,3.96,5196.8,4.411,1.028,0.0,0.0,0.0,0.0
7.4997158,2.0504305,3023.5215223,13.7499035,4979.2,3.92,1.90969,0.0,0.0,0.0,0.0
2.3250156,1.775,1130.0,10.7275,5753.0,3.83,2.05,0.0,0.0,0.0,0.0
17.325857,3.214,1238.5,3.96,6047.27,3.51759,3.05384,0.0,0.0,0.0,0.0
12.4379715,1.7137815,123693.2601599,24.6478297,3275.0,4.75761,0.476997,0.0,0.0,0.0,0.0
20.2594232,19.27,82.6,1.23,6602.0,4.301,1.269,1.0,0.0,0.0,0.0
38.168652,5.086,90.6,1.4,6164.0,4.117,1.465,0.0,0.0,0.0,0.0
12.320331,2.327,5790.0,5.10721,4103.0,4.62,0.65,0.0,0.0,0.0,0.0
4.1753448,3.941,810.0,4.07823,5686.0,4.12,1.45,0.0,0.0,0.0,0.0
3.47701708869,3.214,1238.5,11.85710209,5225.91,4.53759,0.84127,0.0,0.0,0.0,0.0
4.2380604,3.385,13070.0,13.0206,5798.0,4.35,1.13,0.0,0.0,0.0,0.0
21.700156,3.214,1238.5,2.072,5452.0,4.585,0.811,0.0,0.0,0.0,0.0
14.28228147,2.6588,983.2,1.82,4102.0,4.675,0.595,0.0,0.0,0.0,0.0
64.0019669,4.724,1112.5,2.48,4652.0,4.617,0.697,0.0,0.0,0.0,0.0
8.6000492,3.059,639.0,3.12511,6920.0,4.31183,1.42,0.0,0.0,0.0,0.0
1.57753,3.214,1238.5,26.0,7747.0,4.08,1.93,0.0,0.0,0.0,0.0
20.69920737,2.17,1238.5,3.96,5718.0,4.411,1.028,0.0,0.0,0.0,0.0
120.16983803,3.19,1238.5,3.96,5718.0,4.411,1.028,1.0,0.0,0.0,0.0
11.6515287,4.1130736,15415.73003,11.0647635,5335.0,4.50186,0.891247,0.0,0.0,0.0,0.0
20.885016,3.214,1238.5,5.25597181,5744.0,4.41,1.068173,0.0,0.0,0.0,0.0
82.401274,6.48,430.7,2.21,5886.0,4.472,1.0,0.0,0.0,0.0,0.0
19.491965,3.214,1238.5,6.8,6320.0,4.219,1.485,0.0,0.0,0.0,0.0
1.9784257,2.106,720.0,2.02143,5059.0,4.61,0.75,0.0,0.0,0.0,0.0
5.57654782,3.673,53.6,0.92,6187.0,4.341,1.238,0.0,0.0,0.0,0.0
7.09520543,3.69044,232680.0,50.23,5481.0,4.592,0.778,0.0,1.0,0.0,0.0
12.89398,3.214,1238.5,1.12,5718.0,4.411,0.191,0.0,0.0,0.0,0.0
3.7871416,3.257,6722.0,8.91723,5594.0,4.28,1.19,0.0,0.0,0.0,0.0
4.0984791,3.214,1238.5,3.96,5425.0,4.54,0.844,0.0,0.0,0.0,0.0
359.1015,11.461,496.5,2.37,6373.0,4.438,1.047,1.0,0.0,0.0,1.0
1.50650136,3.1126,66.9,0.8,5607.0,4.381,0.948,0.0,1.0,0.0,1.0
22.7768,3.214,1238.5,3.39,5718.0,4.411,0.92,0.0,0.0,0.0,0.0
3.38419892,1.485,228.2,1.2,5613.0,4.581,0.795,0.0,0.0,0.0,0.0
183.38048452,3.25,1238.5,3.96,5718.0,4.411,1.028,0.0,0.0,0.0,0.0
21.3779536,24.872,255240.0,173.18,4905.0,3.3,3.484,0.0,1.0,0.0,0.0
3.2786617,2.631,1101.0,3.61232,5411.0,4.29,1.15,0.0,0.0,0.0,0.0
31.97280045,4.9,2236.4,5.88,6340.0,4.457,1.01,0.0,1.0,0.0,0.0
5.6605693,1.6631704,3856.1060852,2.4070872,3551.0,4.83982,0.374358,0.0,0.0,0.0,0.0
1.2997811,2.35,7140.0,13.6803,6053.0,4.08,1.61,0.0,0.0,0.0,0.0
9.4496506,2.021,19750.0,17.0216,5509.0,4.39758,0.94,0.0,0.0,0.0,0.0
13.4758478,2.0643913,708.9461601,1.9840882,4111.0,4.6461,0.618173,0.0,0.0,0.0,0.0
0.97705114,2.33,20.1,0.77,6527.0,4.162,1.631,1.0,0.0,0.0,0.0
39.7268,3.214,1238.5,3.63,5718.0,4.411,1.312,0.0,0.0,0.0,0.0
10.59366,3.214,1238.5,1.71,5718.0,4.411,0.36,0.0,0.0,0.0,0.0
2.01976,3.394,3963.85,7.3626,7274.6,4.18,1.72,0.0,0.0,0.0,0.0
12.3101351,3.797,263.7,1.51,5009.0,4.491,0.84,0.0,0.0,0.0,0.0
4.01357,4.1381202,8561.4394866,14.9544789,5679.0,4.07294,1.53012,0.0,0.0,0.0,0.0
3.9358604,4.341,4510.0,12.0264,6975.0,4.11,1.8,0.0,0.0,0.0,0.0
6.7018963,1.874,950.0,5.02216,6231.8,4.21,1.52,0.0,0.0,0.0,0.0
31.7169,3.214,1238.5,3.33,5274.0,4.49,0.855,0.0,0.0,0.0,0.0
12.9587054,3.598,1007.0,2.49711,5564.0,4.51,0.91,0.0,0.0,0.0,0.0
11.87290814,2.5342,332.7,2.25,6147.0,4.412,1.04,0.0,0.0,0.0,0.0
3.9980153,3.793,5420.0,3.96,5718.0,4.411,1.028,0.0,0.0,0.0,0.0
1.352564873,3.469,56.7,1.45,6463.0,3.959,1.823,0.0,0.0,1.0,1.0
6.9444047,2.7056073,5264.9280735,13.4708551,6104.5,4.19,1.41945,0.0,0.0,0.0,0.0
2.2308431,2.969,10950.0,22.6165,6386.0,3.88,2.14,0.0,0.0,0.0,0.0
6.76690759,1.7062,249.3,1.31,5103.0,4.558,0.789,0.0,0.0,0.0,0.0
24.61480613,2.6602,1798.0,4.2,5312.0,4.384,0.986,0.0,0.0,0.0,0.0
106.779168,1.905,163.0,1.94,7158.0,4.21,1.494,1.0,0.0,0.0,0.0
7.53737498,3.966,41.1,0.93,6483.0,4.206,1.436,0.0,0.0,0.0,0.0
18.45848388,3.3703,535.3,2.5,5311.0,4.419,0.948,0.0,0.0,0.0,0.0
3.723560726,3.435,540.0,3.46,6535.0,4.373,1.181,0.0,0.0,1.0,1.0
5.743469797,3.4412,1240.2,3.13,5897.0,4.531,0.891,0.0,0.0,0.0,0.0
5.3928876,3.8463963,7447.1137923,12.0135136,5970.0,4.24,1.3179801,0.0,0.0,0.0,0.0
3.90863457,1.7704,867.2,1.86,4518.0,4.613,0.653,0.0,0.0,0.0,0.0
4.393157678,2.4455,447.2,1.41,4799.0,4.631,0.692,0.0,0.0,0.0,0.0
2.6380089,3.55,1683.0,12.8098,7495.0,3.88,2.5,0.0,0.0,0.0,0.0
1083.5575987,8.3500813,2930.0714108,13.8558129,6002.0,3.68023,2.52105,0.0,0.0,0.0,0.0
4.9883873,9.059,507.6,3.28,6418.0,4.395,1.171,0.0,0.0,1.0,1.0
4.4834145,2.363,4810.0,3.96,5718.0,4.411,1.028,0.0,0.0,0.0,0.0
4.163,3.214,1238.5,3.96,5163.0,4.54609,0.825553,0.0,0.0,0.0,0.0
32.939623,3.214,1238.5,2.37,3457.0,4.411,0.411,0.0,0.0,0.0,0.0
8.0214735,3.2087652,882.3089291,2.3381058,5165.2,4.59,0.784618,0.0,0.0,0.0,0.0
3.4744763,4.258,12920.0,19.6131,6642.3,4.14,1.67,0.0,0.0,0.0,0.0
7.2611991,3.389,3980.0,15.4357,6702.0,4.07,1.82,0.0,0.0,0.0,0.0
6.73808701,2.591,92.9,0.73,5168.0,4.566,0.769,0.0,0.0,0.0,0.0
3.7494409,2.452,4860.0,13.2544,7899.0,4.16,1.89,0.0,0.0,0.0,0.0
361.51099,4.868,235.9,6.85,9492.0,3.619,4.298,1.0,0.0,0.0,0.0
3.47140045,1.55,1238.5,3.96,5718.0,4.411,1.028,0.0,1.0,0.0,1.0
4.3897272,3.234,6550.0,3.96,5718.0,4.411,1.028,0.0,0.0,0.0,0.0
24.4004378,2.987,860.5,2.47,4583.0,4.606,0.674,0.0,0.0,0.0,0.0
8.4783,3.214,1238.5,3.96,5300.0,4.47,0.871,0.0,0.0,0.0,0.0
1.5500607,1.225,2550.0,11.5208,8552.3,4.18,2.04,0.0,0.0,0.0,0.0
8.7046669,2.58,9660.0,28.8458,6427.0,4.11,1.67,0.0,0.0,0.0,0.0
63.1448519,4.9925509,1697.0188103,2.8828549,4152.0,4.55825,0.702045,0.0,0.0,0.0,0.0
9.9754699,3.465,26035.0,15.8848,5472.0,4.42,1.0,0.0,0.0,0.0,0.0
173.06929,12.84,576.7,30.29,7296.0,4.103,1.818,1.0,0.0,0.0,0.0
3.0278609,3.669,6680.0,15.5158,8032.0,4.17,1.9,0.0,0.0,0.0,0.0
12.008552,4.613,76.6,2.08,5303.0,3.87,1.964,0.0,0.0,0.0,0.0
11.961308501,4.6414,310680.0,51.58,5564.0,4.587,0.785,1.0,0.0,0.0,0.0
1.1041295,1.18,12540.0,10.6327,4974.0,4.46,0.88,0.0,0.0,0.0,0.0
138.0731,3.214,1238.5,2.4,5784.0,4.32,1.147,0.0,0.0,0.0,0.0
8.91901228,4.141,180.6,1.84,5862.0,4.194,1.307,0.0,0.0,0.0,0.0
3.6579148,4.33,32300.0,3.96,5765.0,4.411,1.028,0.0,0.0,0.0,0.0
18.64349986,1.8491,813.4,2.14,5016.0,4.641,0.679,0.0,0.0,0.0,0.0
125.86540191,9.0191,12390.0,12.37,5933.0,4.342,1.115,0.0,0.0,0.0,0.0
179.27230765,2.21,1238.5,3.96,5718.0,4.411,1.028,1.0,0.0,0.0,0.0
5.2972293,3.799,1210.5,47.7,4631.0,2.386,14.296,0.0,1.0,1.0,1.0
6.0783344,4.8904528,16168.288913,16.9877965,8719.5,4.08,1.0,0.0,0.0,0.0,0.0
0.75509861,2.6423,60334.0,60.74,6038.0,4.206,1.213,1.0,0.0,0.0,0.0
12.8910022,4.0905287,15119.3900089,2.3547529,31000.0,5.59962,0.18,0.0,0.0,0.0,0.0
15.3281169,4.1138054,30096.5339932,16.4071897,5417.0,4.46174,0.943467,0.0,0.0,0.0,0.0
4.6017382,2.615,17212.0,17.8729,6233.0,4.25,1.37,0.0,0.0,0.0,0.0
12.281,3.214,1238.5,3.96,6272.0,4.27365,1.33471,0.0,0.0,0.0,0.0
231.521608,2.819,478.7,1.96,5695.0,4.545,0.872,1.0,0.0,0.0,0.0
82.37208458,6.35,1238.5,3.96,5718.0,4.411,1.028,0.0,0.0,0.0,0.0
8.330174,3.776804,8477.6052879,13.52336,5858.0,4.3,1.3273,0.0,0.0,0.0,0.0
7.539949,3.214,1238.5,2.511,5661.0,4.338,1.205,0.0,0.0,0.0,0.0
3.313921,3.214,1238.5,12.04276422,6178.0,4.24,1.334682,0.0,0.0,0.0,0.0
3.4091568,3.2067861,16294.3969402,15.9162999,6316.0,4.37,1.21069,0.0,0.0,0.0,0.0
0.734426335,2.7415,99056.0,51.42,6108.0,4.471,0.997,0.0,1.0,0.0,0.0
8.0379975,3.287,320.0,7.65886,5022.0,4.411,5.14,0.0,0.0,0.0,0.0
145.786556,4.891,378.0,1.82,5578.0,4.44,0.95,0.0,0.0,0.0,0.0
9.20669,3.214,1238.5,1.045,2559.0,4.411,0.117,0.0,0.0,0.0,0.0
15.53753378,5.8262,209010.0,40.9,5704.0,4.476,0.868,0.0,1.0,0.0,0.0
9.2742685,13.39,1238.5,3.96,5718.0,4.411,1.028,1.0,0.0,0.0,0.0
4.4168832,3.659,11250.0,14.9431,5847.0,4.16,1.42,0.0,0.0,0.0,0.0
6.3087809,1.535,7450.0,3.96,5267.2,4.411,1.028,0.0,0.0,0.0,0.0
39.57057,3.214,1238.5,23.661,5166.0,3.761,2.041,0.0,0.0,0.0,0.0
5.7459996,3.214,1238.5,3.96,3348.0,4.926,0.3073,0.0,0.0,0.0,0.0
2.8846592,2.783,12880.0,16.5935,8219.0,4.44,1.42,0.0,0.0,0.0,0.0
1.11205787,1.459,118.7,1.02,6098.0,4.488,0.932,0.0,0.0,1.0,0.0
2.6017,3.214,1238.5,1.47,5718.0,4.411,0.839,0.0,0.0,0.0,0.0
4.79860021,3.0384,817.4,2.51,5631.0,4.557,0.847,0.0,0.0,0.0,0.0
10.4419896,1.714349,3992.4372644,1.8605473,3271.0,4.93417,0.292425,0.0,0.0,0.0,0.0
2.525386934,3.71613,124880.0,67.24,6826.0,4.337,1.233,0.0,1.0,0.0,0.0
9.525988,3.214,1238.5,2.03803688,5909.0,4.11,1.420038,0.0,0.0,0.0,0.0
0.3642961,0.689,3430.0,15.3432,6164.3,3.83,2.17,0.0,0.0,0.0,0.0
12.8650769,3.979,1070.0,1.90058,5031.0,4.411,0.81,0.0,0.0,0.0,0.0
0.7614693,1.059,5980.0,3.96,5813.0,4.411,1.028,0.0,0.0,0.0,0.0
52.713494,3.214,1238.5,2.39,5788.0,4.48,0.94,0.0,0.0,0.0,0.0
5.2439783,10.1,93.5,1.03,6029.0,4.481,0.956,0.0,0.0,1.0,1.0
2.5733766,2.457,6710.0,3.96,5718.0,4.411,1.028,0.0,0.0,0.0,0.0
371.17573,8.2,133.7,4.07,9030.0,3.822,3.218,1.0,0.0,0.0,0.0
2.62077,3.214,1238.5,58.0,6302.0,4.23,1.4,0.0,0.0,0.0,0.0
40.938,3.214,1238.5,3.57,5718.0,4.411,1.083,0.0,0.0,0.0,0.0
10.27532513,6.3093,209.7,3.04,6150.0,3.96,2.086,0.0,0.0,0.0,0.0
4.7423709,2.4988145,12650.8110411,10.5505922,5377.0,4.42476,0.877585,0.0,0.0,0.0,0.0
131.0,3.214,1238.5,5.51,6199.0,4.18,1.4,0.0,0.0,0.0,0.0
12.4261177,28.5357,1230.4,3.8,5713.0,4.554,0.851,1.0,0.0,1.0,1.0
4.49686066,1.7306,1932.5,1.93,3698.0,4.81,0.444,0.0,0.0,0.0,0.0
28.1656,3.214,1238.5,1.87,5718.0,4.411,1.028,0.0,0.0,0.0,0.0
1.540379557,2.026,76.9,0.81,5812.0,4.408,0.914,0.0,0.0,1.0,1.0
