tic_id,period,duration,depth,snr,label,prediction
150428135,14.818523153942428,1.2000000000000002,2191.961882604311,0.013138813882336526,1,0
307210830,3.693992490613266,1.2000000000000002,1132.9425437172338,0.017605296581465386,0,0
123456789,11.933041301627034,1.2000000000000002,37199.28397599137,0.06433295634150217,-1,0
